eon,era,period,epoch,age,major_events,start
Proterozoic[i],Neoproterozoic[i],Ediacaran,,,"Good fossils of the first multi-celled animals. Ediacaran biota flourish worldwide in seas. Simple trace fossils of possible worm-like Trichophycus, etc. First sponges and trilobitomorphs. Enigmatic forms include many soft-jellied creatures shaped like bags, disks, or quilts (like Dickinsonia). Taconic Orogeny in North America. Aravalli Range orogeny in Indian Subcontinent. Beginning of Petermann Orogeny on Australian continent. Beardmore Orogeny in Antarctica, 633–620 Ma.",
Proterozoic[i],Neoproterozoic[i],Cryogenian,,,"Possible ""Snowball Earth"" period. Fossils still rare. Rodinia landmass begins to break up. Late Ruker / Nimrod Orogeny in Antarctica tapers off.",
Proterozoic[i],Neoproterozoic[i],Tonian,,,"Rodinia supercontinent persists. Sveconorwegian orogeny ends. Trace fossils of simple multi-celled eukaryotes. First radiation of dinoflagellate-like acritarchs. Grenville Orogeny tapers off in North America. Pan-African orogeny in Africa. Lake Ruker / Nimrod Orogeny in Antarctica, 1,000 ± 150 Ma. Edmundian Orogeny (c. 920 – 850 Ma), Gascoyne Complex, Western Australia. Deposition of Adelaide Superbasin and Centralian Superbasin begins on Australian continent.",
Proterozoic[i],Mesoproterozoic[i],Stenian,,,"Narrow highly metamorphic belts due to orogeny as Rodinia forms. Sveconorwegian orogeny starts. Late Ruker / Nimrod Orogeny in Antarctica possibly begins. Musgrave Orogeny (c. 1,080 Ma), Musgrave Block, Central Australia.",
Proterozoic[i],Mesoproterozoic[i],Ectasian,,,Platform covers continue to expand. Green algae colonies in the seas. Grenville Orogeny in North America.,
Proterozoic[i],Mesoproterozoic[i],Calymmian,,,"Platform covers expand. Barramundi Orogeny, McArthur Basin, Northern Australia, and Isan Orogeny, c.1,600 Ma, Mount Isa Block, Queensland",
Proterozoic[i],Paleoproterozoic[i],Statherian,,,"First complex single-celled life: protists with nuclei, Francevillian biota. Columbia is the primordial supercontinent. Kimban Orogeny in Australian continent ends. Yapungku Orogeny on Yilgarn craton, in Western Australia. Mangaroon Orogeny, 1,680–1,620 Ma, on the Gascoyne Complex in Western Australia. Kararan Orogeny (1,650 Ma), Gawler Craton, South Australia.",
Proterozoic[i],Paleoproterozoic[i],Orosirian,,,"The atmosphere becomes oxygenic. Vredefort and Sudbury Basin asteroid impacts. Much orogeny. Penokean and Trans-Hudsonian Orogenies in North America. Early Ruker Orogeny in Antarctica, 2,000–1,700 Ma. Glenburgh Orogeny, Glenburgh Terrane, Australian continent c. 2,005–1,920 Ma. Kimban Orogeny, Gawler craton in Australian continent begins.",
Proterozoic[i],Paleoproterozoic[i],Rhyacian,,,Bushveld Igneous Complex forms. Huronian glaciation.,
Proterozoic[i],Paleoproterozoic[i],Siderian,,,"Oxygen catastrophe: banded iron formations forms. Sleaford Orogeny on Australian continent, Gawler Craton 2,440–2,420 Ma.",
Archean[i],Neoarchean[i],,,,"Stabilization of most modern cratons; possible mantle overturn event. Insell Orogeny, 2,650 ± 150 Ma. Abitibi greenstone belt in present-day Ontario and Quebec begins to form, stabilizes by 2,600 Ma.",
Archean[i],Mesoarchean[i],,,,"First stromatolites (probably colonial cyanobacteria). Oldest macrofossils. Humboldt Orogeny in Antarctica. Blake River Megacaldera Complex begins to form in present-day Ontario and Quebec, ends by roughly 2,696 Ma.",
Archean[i],Paleoarchean[i],,,,First known oxygen-producing bacteria. Oldest definitive microfossils. Oldest cratons on Earth (such as the Canadian Shield and the Pilbara Craton) may have formed during this period.[k] Rayner Orogeny in Antarctica.,
Archean[i],Eoarchean[i],,,,"Simple single-celled life (probably bacteria and archaea). Oldest probable microfossils. The first life forms and self-replicating RNA molecules evolve around 4,000 Ma, after the Late Heavy Bombardment ends on Earth. Napier Orogeny in Antarctica, 4,000 ± 200 Ma.",
Hadean[i][l],Early Imbrian (Neohadean) (unofficial)[i][m],,,,"Indirect photosynthetic evidence (e.g., kerogen) of primordial life. This era overlaps the beginning of the Late Heavy Bombardment of the Inner Solar System, produced possibly by the planetary migration of Neptune into the Kuiper belt as a result of orbital resonances between Jupiter and Saturn. Oldest known rock (4,031 to 3,580 Ma).[35]",
Hadean[i][l],Nectarian (Mesohadean) (unofficial)[i][m],,,,"Possible first appearance of plate tectonics. This unit gets its name from the lunar geologic timescale when the Nectaris Basin and other greater lunar basins form by big impact events.  Earliest evidence for life based on unusually high amounts of light isotopes of carbon, a common sign of life.",
Hadean[i][l],Basin Groups (Paleohadean) (unofficial)[i][m],,,,"End of the Early Bombardment Phase. Oldest known mineral (Zircon, 4,404 ± 8 Ma).[37] Asteroids and comets bring water to Earth.[38]",
Hadean[i][l],Cryptic (Eohadean) (unofficial)[i][m],,,,"Formation of Moon (4,533 to 4,527 Ma), probably from giant impact, since the end of this era. Formation of Earth (4,570 to 4,567.17 Ma), Early Bombardment Phase begins. Formation of Sun (4,680 to 4,630 Ma) .",
